Name,Country_id,Gender,Gender Probability,Gender Count
Stijn,BE,male,1.0,6604
Aviel,IL,male,0.98,815
Ehud,IL,male,1.0,1317
Noam,IL,male,0.68,5960
Kai,DE,male,0.99,22133
Olivia,US,female,1.0,79470
D.,US,male,0.76,4990
Nieves,ES,female,0.99,18558
M.,GB,male,0.83,1614
Tuomas,ES,male,1.0,3
Raúl,ES,male,1.0,9444
Verena,AU,female,1.0,143
Jennifer,AU,female,1.0,15124
Catherine,AU,female,1.0,11863
Hsin-Rui,DE,male,1.0,1
Reinhard,DE,male,1.0,13163
Daniel,DE,male,1.0,126554
Anna,DE,female,0.99,65655
Julian,CO,male,0.99,67831
Nicola,GB,female,0.98,28856
Brian,GE,male,1.0,2
Susanna,IL,female,0.99,82
Clorinda,ZA,female,1.0,13
Jinyu,CN,female,0.57,47
Ming,CN,male,0.82,1374
Zhishuai,CN,male,1.0,1
Lu,CN,female,0.95,8815
Qiaoping,CN,female,1.0,2
Sizhu,CN,female,1.0,1
Daxing,CN,male,1.0,4
Aurélien,FR,male,1.0,12002
François,FR,male,0.99,29835
Mathieu,FR,male,0.99,110030
Florence,FR,female,0.99,85133
Franziska,DE,female,0.99,27459
Hanne,DE,female,0.98,1667
Gudrun,DE,female,0.99,8068
Carl,GB,male,1.0,40304
Saúl,GB,male,1.0,10
Robert,GB,male,1.0,140218
Gary,GB,male,1.0,103037
Jane,GB,female,1.0,87899
David,US,male,1.0,1143153
Juan,US,male,0.99,268701
Matthew,US,male,1.0,397759
Daniel,US,male,1.0,514673
Emily,US,female,1.0,268077
Leonard,SG,male,0.99,753
Hui,SG,female,0.78,1979
Mathieu,CA,male,1.0,12867
Andrea,CA,female,0.99,22708
Francis,CA,male,0.98,2759
Sarah,GB,female,1.0,214105
Hanna,DE,female,0.98,8510
Reinhard,DE,male,1.0,13163
Anna,DE,female,0.99,65655
Juan,CO,male,0.99,302015
Eitan,IL,male,1.0,3721
Jessica,US,female,1.0,469432
Kimberly,IN,female,1.0,306
Daphne,CA,female,1.0,1789
Francesca,AT,female,0.99,152
Julia,IT,female,0.99,7588
Elizabeth,AT,female,1.0,278
Massimo,AT,male,1.0,119
Barbara,AT,female,0.99,10527
Áine,NO,female,1.0,1
Nina,FI,female,0.99,8143
Erkki,SE,male,1.0,109
Rafał,PL,male,1.0,19518
Piotr,PL,male,1.0,172568
Wiktor,PL,male,1.0,9110
Michał,PL,male,1.0,35044
Paweł,PL,male,1.0,36243
Pierre,FR,male,0.99,225909
Clément,FR,male,1.0,26478
Manuel,DE,male,1.0,34099
Markus,SE,male,1.0,7169
Jasperina,NL,female,1.0,26
Hans,DE,male,0.98,43961
Shalini,CA,female,1.0,591
Gwenaëlle,CA,female,1.0,5
Eve-Marie,CA,female,0.98,55
Tanushree,US,female,1.0,55
Daniel,US,male,1.0,514673
David,US,male,1.0,1143153
Hannah,US,female,1.0,119450
Roger,US,male,1.0,122837
Jane,GB,female,1.0,87899
James,US,male,1.0,746260
Alexander,US,male,1.0,122358
Peter,US,male,1.0,252618
Andrew,IN,male,1.0,2836
Rolando,CL,male,1.0,4527
Guadalupe,FI,female,1.0,2
Isabel,CL,female,1.0,15629
Bayron,CL,male,1.0,1058
Rafał,PL,male,1.0,19518
Tomasz,PL,male,1.0,129217
Glynis,GB,female,1.0,2200
Rusi,GB,male,0.89,18
Madeline,US,female,1.0,33952
Stacey,US,female,0.94,15226
Takako,US,female,1.0,494
Mauro,ES,male,0.99,4171
Maria,ES,female,0.99,482671
Filipa,ES,female,0.99,164
Peter,IN,male,1.0,5364
Paul,AU,male,1.0,55608
Gary,AU,male,1.0,15703
Jutta,DE,female,0.99,15670
John,GB,male,1.0,368613
Michele,IT,male,0.82,291941
Roberta,CH,female,0.99,823
Andrea,AT,female,0.99,15627
Gina,DE,female,0.99,5939
Hauke,GB,male,1.0,6
Jennifer,US,female,1.0,650408
Darlene,US,female,1.0,59498
Miranda,US,female,0.99,38271
Darbi,US,female,0.99,293
Ayo,US,male,0.7,711
Verena,DE,female,0.99,18005
Franziska,DE,female,0.99,27459
Gudrun,DE,female,0.99,8068
Waldie,NL,male,0.82,17
Ruth,NL,female,0.99,2905
Ad,NL,male,0.99,14137
Lincoln,US,male,1.0,5261
Jane,US,female,1.0,131147
Peter,US,male,1.0,252618
Richard,AT,male,1.0,4536
Robert,US,male,1.0,780374
Jennifer,US,female,1.0,650408
Simran,US,female,0.84,840
João,BR,male,0.99,37477
Oswaldo,ES,male,0.99,1497
Lucía,BR,female,0.97,29
Naiara,BR,female,1.0,8561
Richard,AT,male,1.0,4536
Ragnhild,NO,female,1.0,2858
Alexander,NO,male,1.0,3809
Birgitta,FI,female,0.99,1085
Petri,FI,male,1.0,7977
Barry,ZA,male,0.99,3494
Sarah,GB,female,1.0,214105
Gunter,DE,male,1.0,2933
Michael,DE,male,1.0,226357
Nicolas,DE,male,1.0,6717
László,HU,male,0.99,5870
Mihailo,RS,male,1.0,1030
Marie-Eve,BE,female,0.97,168
Filip,BE,male,1.0,10732
Yori,BE,male,0.77,26
Meghan,CA,female,1.0,4791
Jonathan,CA,male,1.0,28792
Stephen,CA,male,1.0,24652
Edith,BE,female,0.99,1890
Joren,BE,male,0.99,1190
Esin,BE,female,0.91,57
Marlies,BE,female,1.0,1409
Ilka,BE,female,1.0,167
Marc,BE,male,1.0,44246
Brian,GE,male,1.0,2
Stefanie,US,female,1.0,22362
Hye,KR,female,0.96,2163
Annette,DE,female,0.99,16126
Soly,SE,female,1.0,2
Volker,DE,male,1.0,13001
Kathleen,DE,female,0.99,5565
John,GB,male,1.0,368613
Jane,GB,female,1.0,87899
David,GB,male,1.0,381854
Arielle,GB,female,0.99,223
Michele,IT,male,0.82,291941
Eleonora,IT,female,1.0,81124
Katarzyna,AT,female,0.99,331
Martin,AT,male,1.0,25090
Ann-Kristin,DE,female,0.97,444
Holger,DE,male,1.0,34080
Priska,DE,female,0.98,105
Arielle,GB,female,0.99,223
John,GB,male,1.0,368613
Elvira,DK,female,1.0,112
Ulrika,LT,female,1.0,5
Susan,CA,female,1.0,31990
Gilles,CA,male,1.0,10108
Tânia,GB,female,1.0,63
Alexander,US,male,1.0,122358
Roger,US,male,1.0,122837
Johannes,DE,male,1.0,35940
Maria,DE,female,0.99,52323
Johannes,NO,male,1.0,1457
Hallgeir,NO,male,0.99,107
Pierre-Nicolas,NO,unknown,0.0,0
Steffen,AU,male,1.0,106
Daniela,DE,female,0.99,50040
Jonas,NO,male,1.0,3400
Erik,NO,male,1.0,9558
Ottar,NO,male,0.98,108
Amalia,ES,female,0.99,9280
Guadalupe,FI,female,1.0,2
Juan,ES,male,0.99,497222
Ignacio,ES,male,1.0,39372
Lilian,GB,female,0.98,2855
Steffen,AU,male,1.0,106
Kirk,AU,male,1.0,773
Jon,AU,male,1.0,5587
Roger,AU,male,1.0,6410
Arielle,GB,female,0.99,223
Tuomas,GB,male,1.0,14
Franziska,DE,female,0.99,27459
Hanne,DE,female,0.98,1667
Gudrun,DE,female,0.99,8068
Steffen,AU,male,1.0,106
Roger,DE,male,1.0,4358
Nora,AU,female,1.0,630
Julene,US,female,1.0,719
Jukka,FI,male,1.0,8778
Eero,FI,male,1.0,5102
Genevieve,AU,female,1.0,1660
Nicholas,AU,male,1.0,11365
Jan,AT,male,0.98,1724
Kathryn,GB,female,1.0,21375
Victoria,GB,female,1.0,51415
Ray,GB,male,0.99,26261
Clemens,DE,male,1.0,5702
Leonardo,IT,male,1.0,85595
Marco,IT,male,0.99,713148
Claudia,DE,female,0.99,69742
Edgar,DE,male,1.0,4648
Adina,DE,female,0.98,714
Manfred,DE,male,1.0,34970
Anthony,AU,male,1.0,22730
Emery,AU,male,1.0,1
Manuel,DE,male,1.0,34099
Markus,FI,male,1.0,9625
Hans,DE,male,0.98,43961
Georgia,GB,female,1.0,22498
Aaron,GB,male,1.0,39121
Lawrence,US,male,1.0,58380
Annemieke,GB,female,1.0,10
Helen,NL,female,0.99,4172
Waldie,GB,unknown,0.0,0
Brigitta,EE,female,0.94,18
Jaan,EE,male,0.99,218
Liming,DE,female,0.83,6
Martin,DE,male,1.0,106420
Marco,DE,male,1.0,62387
Robert,GB,male,1.0,140218
Carl,GB,male,1.0,40304
Gary,GB,male,1.0,103037
Jane,GB,female,1.0,87899
Hadas,CA,female,1.0,42
Tania,CA,female,1.0,5247
Eve-Marie,CA,female,0.98,55
Jörg,AT,male,1.0,474
Esther,BE,female,1.0,2331
Dirk,BE,male,1.0,23767
Pieter-Jan,BE,male,1.0,746
Marc,BE,male,1.0,44246
Sven-Amin,CA,unknown,0.0,0
Kyra,US,female,1.0,8238
Eugene,CA,male,1.0,3669
Stephen,CA,male,1.0,24652
Danae,GR,female,1.0,593
D.,US,male,0.76,4990
Kelly,US,female,0.87,55702
Caroline,DE,female,0.99,9890
Cornelia,DE,female,0.99,15779
Melanie,DE,female,0.99,57314
Michaela,DE,female,0.99,32855
Helene,SE,female,1.0,4699
László,SE,male,1.0,12
Töres,SE,male,0.67,3
Fredrik,SE,male,1.0,35181
Alexandra,DE,female,0.99,35056
Anna,DE,female,0.99,65655
Urs,DE,male,0.91,319
Jane,GB,female,1.0,87899
Stefanie,US,female,1.0,22362
Pey,AU,unknown,0.0,0
George,GE,male,1.0,453
Martin,GB,male,1.0,121421
Kelly,GB,female,0.97,28456
Tuomas,GB,male,1.0,14
Hubert,US,male,1.0,5133
Nicholas,AU,male,1.0,11365
Costas,GR,male,1.0,2908
Danae,GR,female,1.0,593
George,GR,male,1.0,43738
Mihailo,RS,male,1.0,1030
Maria,NL,female,0.99,18714
Bruno,GB,male,0.99,4781
Niels,PT,male,1.0,8
Aline,NL,female,1.0,1207
Sandra,AU,female,1.0,11432
Jennifer,AU,female,1.0,15124
Katelyn,AU,female,1.0,649
Mary,AU,female,1.0,13439
Joshua,FI,male,0.98,85
Jane,AU,female,1.0,14774
Margarida,FI,unknown,0.0,0
Suvi,FI,female,0.99,5714
Jiancheng,US,male,1.0,9
Andrew,US,male,1.0,401335
Bei,CN,female,0.75,144
Changan,CN,male,1.0,7
Theodore,CN,male,1.0,83
Adina,DE,female,0.98,714
Margaret,AU,female,1.0,11653
Gary,DE,male,0.99,1189
Gaelen,AU,male,1.0,1
Emery,AU,male,1.0,1
Arielle,GB,female,0.99,223
David,GB,male,1.0,381854
Michal,US,male,0.63,1478
John,GB,male,1.0,368613
Michel,CL,male,0.82,1291
Hugo,BE,male,1.0,6075
Franziska,DE,female,0.99,27459
Gudrun,DE,female,0.99,8068
Nicolas,DE,male,1.0,6717
Michael,GB,male,1.0,210764
Valerio,BE,male,0.99,261
Tijl,BE,male,1.0,260
Thierry,BE,male,0.99,9674
Edith,BE,female,0.99,1890
Marc,BE,male,1.0,44246
Katie,AU,female,1.0,7817
Alfredo,SG,male,0.99,69
Guo-Zheng,SG,unknown,0.0,0
Joanne,SG,female,0.99,2376
Christof,DE,male,1.0,4604
Matthias,GB,male,1.0,776
Simon,DE,male,1.0,29904
Meinard,DE,male,1.0,1
Zyxcban,NL,unknown,0.0,0
Henny,FI,female,0.9,10
Johan,NL,male,1.0,43393
Steven,GB,male,1.0,83789
Don,GB,male,0.98,10177
Alexander,US,male,1.0,122358
Roger,US,male,1.0,122837
Topher,US,male,1.0,966
Asterios,GR,male,1.0,245
Maximos,GR,male,0.99,162
Costas,GR,male,1.0,2908
Emilios,GR,male,1.0,92
Eric,IN,male,1.0,1614
Peter,IN,male,1.0,5364
Petros,GR,male,0.99,8358
Dimitris,GR,male,1.0,41878
Monika,AT,female,0.99,10423
Thomas,AT,male,1.0,32489
Adam,US,male,1.0,244154
Laura,AT,female,0.98,3593
Werner,AT,male,1.0,7842
Daniel,AU,male,1.0,36183
Dorottya,AU,unknown,0.0,0
Emery,AU,male,1.0,1
Daniel,AU,male,1.0,36183
Aline,FR,female,0.99,39174
Xavier,FR,male,1.0,73546
Philippe,FR,male,0.99,258243
Charles,FR,male,0.99,49069
François,FR,male,0.99,29835
Nora,DE,female,0.99,5897
Anna-Katharina,DE,female,1.0,200
Daniel,GB,male,1.0,150020
Hans,BE,male,1.0,9456
Christiane,DE,female,0.99,21181
Michele,IT,male,0.82,291941
Eleonora,IT,female,1.0,81124
Heiner,DE,male,1.0,3830
Andreas,DE,male,1.0,167955
Annabel,CA,female,1.0,341
Bing-Yi,CA,unknown,0.0,0
Leah,CA,female,1.0,7278
Alexis,CA,female,0.52,1506
Xin,CN,male,0.53,1470
Pei,CN,female,0.92,1295
Qin,CN,female,0.68,607
Xiaying,CN,female,1.0,5
Chenchen,CN,female,0.72,76
Pei,CN,female,0.92,1295
Susan,GB,female,1.0,75028
Andrea,CY,female,0.94,586
Ioulia,NZ,unknown,0.0,0
Teresa,GB,female,1.0,20135
Tiija,GB,unknown,0.0,0
Maria,GB,female,0.99,64876
Jennifer,GB,female,1.0,48287
Annemieke,GB,female,1.0,10
Jane,AU,female,1.0,14774
Nathan,GB,male,1.0,42842
Michael,MY,male,0.99,10972
Nasir,DE,male,1.0,393
Wolfgang,MY,male,0.98,49
Joseph,US,male,1.0,402489
Andrea,IT,male,0.79,622628
Laura,IT,female,0.99,244777
Nicolas,FR,male,0.99,282690
Jan,DE,male,0.98,40695
Ulla,FI,female,0.99,4745
Edward,US,male,1.0,156076
Michael,US,male,1.0,1225359
Claire,US,female,1.0,54922
David,US,male,1.0,1143153
Laura,FR,female,0.98,127984
Emmanuel,FR,male,0.99,67095
Aurélia,FR,female,1.0,2530
Beatriz,US,female,1.0,23469
Assal,US,female,0.96,23
Chen-Gia,TW,unknown,0.0,0
Rong-Shan,TW,unknown,0.0,0
Tzung-Shian,TW,unknown,0.0,0
Satoshi,JP,male,1.0,6756
Isabelle,CA,female,1.0,16408
Franziska,DE,female,0.99,27459
Sina,DE,female,0.96,8455
Rudolf,DE,male,1.0,8700
Gudrun,DE,female,0.99,8068
Andrea,GB,female,0.97,39139
Simon,DK,male,1.0,8437
David,GB,male,1.0,381854
Caroline,GB,female,1.0,63078
Dave,GB,male,1.0,116162
Elizabeth,AU,female,1.0,13230
Nikki,AU,female,1.0,4070
Henna-Riikka,FI,female,0.98,94
Tuomas,GB,male,1.0,14
Steven,GB,male,1.0,83789
Raymond,GB,male,1.0,15235
Ruhan,TR,male,0.6,802
Guerino,US,male,1.0,60
William,AU,male,1.0,11906
Nikki,AU,female,1.0,4070
Dianne,AU,female,1.0,5527
Jan,DE,male,0.98,40695
Reinhard,DE,male,1.0,13163
Friedrich,DE,male,0.99,6468
Ulla,FI,female,0.99,4745
Camille,CA,female,0.98,5344
Dave,CA,male,1.0,42193
Michael,US,male,1.0,1225359
Jon,US,male,1.0,154265
Emery,AU,male,1.0,1
Joe,AU,male,1.0,12147
Guillaume,US,male,1.0,1769
Paul,AU,male,1.0,55608
Hyacinthe,FR,male,0.71,498
Waldie,NL,male,0.82,17
Tom,NL,male,1.0,30025
Annemieke,GB,female,1.0,10
Ruth,NL,female,0.99,2905
Ad,NL,male,0.99,14137
Geoff,FI,male,0.88,8
Suvi,FI,female,0.99,5714
Birgitta,FI,female,0.99,1085
Marc,FI,male,1.0,145
Petri,FI,male,1.0,7977
Klaus,DE,male,1.0,64763
Martin,DE,male,1.0,106420
Wolf-Georg,DE,unknown,0.0,0
Jakob,DE,male,1.0,7868
Eric,GB,male,1.0,19438
Emery,AU,male,1.0,1
Bernhard,DE,male,1.0,19056
Tim,DE,male,1.0,42541
Jennifer,CH,female,0.99,3245
Bryony,GB,female,1.0,4099
Nicholas,CH,male,1.0,517
Henna-Riikka,FI,female,0.98,94
Tuija,FI,female,0.99,3458
Till,DE,male,1.0,4436
Gunter,DE,male,1.0,2933
Bryan,US,male,1.0,160522
Sijia,US,female,0.8,66
Andreas,DE,male,1.0,167955
Stephan,DE,male,1.0,45951
László,FI,male,0.86,7
Suvi,HU,male,1.0,1
Anemone,FI,female,1.0,1
Minna,FI,female,0.98,15854
Petri,FI,male,1.0,7977
Konstantina,DE,female,0.99,300
Miriam,MX,female,1.0,35391
Roberto,ES,male,0.99,84766
Olivier,FI,male,0.98,49
Petri,FI,male,1.0,7977
Marco,AU,male,1.0,2219
Emery,AU,male,1.0,1
Dave,CA,male,1.0,42193
Jaehoon,CA,male,1.0,6
Friedrich,DE,male,0.99,6468
Reinhard,DE,male,1.0,13163
Johannes,DE,male,1.0,35940
Anna,DE,female,0.99,65655
Elisa,NL,female,0.99,2509
Marijn,AU,unknown,0.0,0
Gary,NL,male,0.99,703
Paul,NL,male,1.0,51323
Anna,DE,female,0.99,65655
Reinhard,DE,male,1.0,13163
Amandine,US,female,1.0,286
Grégoire,FR,male,1.0,3940
Üzeyir,TR,male,0.99,3161
Barış,TR,male,0.99,25554
Johanna,US,female,1.0,24188
Morris,US,male,1.0,10452
Robert,US,male,1.0,780374
Tilo,DE,male,1.0,1497
Nicolás,AR,male,0.99,2127
Ignacio,AR,male,1.0,16180
Katrina,AU,female,1.0,6464
Casey,DE,male,0.56,85
Claus-Christian,DE,male,1.0,4
Brian,GE,male,1.0,2
Stefanie,GE,female,1.0,1
George,GE,male,1.0,453
Frédéric,CA,male,1.0,1168
Caroline,CA,female,1.0,18458
Clément,CA,male,1.0,222
Stephen,CA,male,1.0,24652
Andrew,AU,male,1.0,55402
Robin,GB,male,0.91,7923
David,GB,male,1.0,381854
Julie,AU,female,1.0,21311
Roy,AU,male,1.0,3265
Jan,AU,female,0.61,249
Richard,AT,male,1.0,4536
Niklas,DE,male,1.0,14752
Gunter,DE,male,1.0,2933
Carlos,PT,male,0.99,91543
Lisete,PT,female,0.99,1024
Leandro,PT,male,0.99,5742
Daniela,PT,female,0.99,22369
Satoshi,JP,male,1.0,6756
Satoshi,JP,male,1.0,6756
Cassandra,AU,female,1.0,3889
John,AU,male,1.0,80338
Mirella,AU,female,1.0,263
Chih-Fang,TW,female,0.5,2
Yun-Sheng,TW,male,1.0,3
Elena,CH,female,0.99,4149
Hubert,CH,male,0.99,949
Aaron,GB,male,1.0,39121
Christoph,DE,male,1.0,52489
Emily,GB,female,1.0,66561
Marju,EE,female,0.98,123
Laura,EE,female,0.99,352
Jaan,EE,male,0.99,218
Thomas,DE,male,1.0,202801
Fee,DE,female,0.94,399
Ina,DE,female,0.99,13476
Nika,DE,female,0.89,660
Katharina,DE,female,0.99,42474
Jonas,DE,male,1.0,21762
Anastasia,DE,female,0.99,5077
Bernadette,DE,female,0.98,1594
Rosi,DE,female,0.98,4040
Ana,DE,female,0.98,7970
Sema,DE,female,0.98,1493
Anna,DE,female,0.99,65655
Caroline,DE,female,0.99,9890
Tanja,DE,female,0.99,49374
Karim,AT,male,0.98,494
Marius,DE,male,1.0,13600
Claus-Christian,DE,male,1.0,4
Alexandra,RO,female,0.99,21209
Paul,RO,male,0.99,7469
Jennifer,AU,female,1.0,15124
Amanda,GB,female,1.0,62214
Nicole,CA,female,1.0,35789
Annabel,CA,female,1.0,341
Nicolas,DE,male,1.0,6717
Benedikt,DE,male,1.0,7682
Holger,DE,male,1.0,34080
Marco,DE,male,1.0,62387
Reinhard,DE,male,1.0,13163
Geraint,GB,male,1.0,870
Caroline,DE,female,0.99,9890
Marco,DE,male,1.0,62387
Reinhard,DE,male,1.0,13163
Zohar,IL,female,0.54,2261
Marc,FI,male,1.0,145
Geoff,FI,male,0.88,8
Roni,IE,female,0.67,18
Nori,IE,female,0.5,2
Hans-Bernd,DE,male,0.98,55
Helen,AU,female,1.0,19128
Dianna,AU,female,1.0,558
Maree,AU,female,1.0,4108
Patricia,GB,female,1.0,32495
Christopher,GB,male,1.0,67360
George,GB,male,0.99,82147
Jane,GB,female,1.0,87899
Elaine,GB,female,1.0,40158
Jukka,FI,male,1.0,8778
Irene,BE,female,0.99,1734
Anneli,GB,female,1.0,249
Anna,IT,female,0.99,408370
Kagari,GB,unknown,0.0,0
Adam,GB,male,1.0,126969
Nigel,GB,male,1.0,46666
Alexandra,GB,female,1.0,23392
Sandra,CA,female,1.0,28479
Marjaana,FI,female,0.98,739
Erkki,US,male,1.0,6
Anna-Kaisa,FI,female,0.98,336
Mario,IT,male,0.99,268768
Diana,US,female,1.0,174146
Hauke,DE,male,0.99,1221
Mary,DE,female,0.98,6202
Oliver,DE,male,1.0,59774
Frederik,DE,male,1.0,4075
Reinhard,DE,male,1.0,13163
Eckart,DE,male,0.99,204
Sam,AU,male,1.0,21732
Emery,AU,male,1.0,1
Roger,AU,male,1.0,6410
Michael,DE,male,1.0,226357
Christoph,AT,male,1.0,14132
David,US,male,1.0,1143153
Felicity,AU,female,1.0,2977
Raymond,GB,male,1.0,15235
Jane,GB,female,1.0,87899
Raymond,GB,male,1.0,15235
Paul,GB,male,1.0,350829
Anja,NL,female,1.0,19922
Peter,NL,male,1.0,105216
Patrik,SE,male,1.0,18652
Simon,SE,male,1.0,11069
Petri,SE,male,0.99,341
Daniel,SE,male,1.0,33347
Lars-Olov,SE,male,0.99,68
Emilios,GR,male,1.0,92
Felicity,AU,female,1.0,2977
Klaus,DE,male,1.0,64763
Frank,DE,male,1.0,107767
Timo,DE,male,1.0,26573
Neta,GB,female,1.0,64
Nicolas,GB,male,0.99,4617
John,GB,male,1.0,368613
Marion,GB,female,0.99,5390
Andrea,GB,female,0.97,39139
Helena,GB,female,1.0,9447
Susan,GB,female,1.0,75028
Linnhe,GB,female,1.0,2
Klaus-Ernst,DE,male,1.0,2
Clemens,DE,male,1.0,5702
Patrik,SE,male,1.0,18652
Simon,SE,male,1.0,11069
Daniel,SE,male,1.0,33347
Lars-Olov,SE,male,0.99,68
Geraint,GB,male,1.0,870
Daniel,GB,male,1.0,150020
Marcus,GB,male,1.0,19231
Mark,BE,male,0.99,5365
Klaus,DE,male,1.0,64763
Daniel,GB,male,1.0,150020
Timo,DE,male,1.0,26573
Kathrin,DE,female,0.99,26870
Kelly,DE,female,0.84,961
Kai,DE,male,0.99,22133
John,GB,male,1.0,368613
Matthew,GB,male,1.0,114878
Ian,GB,male,1.0,158624
Michel,FR,male,0.98,128374
Michele,IT,male,0.82,291941
Joseph,US,male,1.0,402489
David,US,male,1.0,1143153
Friedrich,DE,male,0.99,6468
Reinhard,DE,male,1.0,13163
W.,GB,male,0.86,160
Christophe,GB,male,1.0,1444
Leonid,US,male,1.0,2683
Warren,IL,male,0.96,47
Nicolas,FR,male,0.99,282690
François-Xavier,FR,male,1.0,927
Marc,BE,male,1.0,44246
Marjolein,NL,female,1.0,6692
Egon,AT,male,1.0,614
Egon,NL,male,1.0,487
Pauline,BE,female,0.99,5645
Jacqueline,BE,female,1.0,6406
Régine,BE,female,0.99,317
Jane,AU,female,1.0,14774
Julie,AU,female,1.0,21311
David,US,male,1.0,1143153
Reinhard,DE,male,1.0,13163
Friedrich,DE,male,0.99,6468
Anna,DE,female,0.99,65655
Suvi,FI,female,0.99,5714
Sirke,FI,female,0.94,54
Elvira,FI,female,0.99,115
Jonna,FI,female,0.98,5090
Tuomas,FI,male,1.0,5617
Olivier,FI,male,0.98,49
Lassi,FI,male,1.0,1327
C.,GB,male,0.72,492
Tim,GB,male,1.0,68251
Jean-Jacques,CA,male,1.0,370
Marc,BE,male,1.0,44246
Micheline,BE,female,0.99,2679
Luc,BE,male,1.0,32954
Alexander,BE,male,1.0,4468
Sirke,FI,female,0.94,54
Eva,FI,female,0.99,1287
Elvira,FI,female,0.99,115
Mari,FI,female,0.98,9114
Gemma,AU,female,1.0,3690
Dianna,AU,female,1.0,558
Costanza,GB,female,0.91,22
Graham,GB,male,1.0,72511
Ruth,GB,female,1.0,34887
Annelies,GB,female,1.0,124
E.,FR,male,0.59,258
P.,US,male,0.74,1991
F.,FR,male,0.7,358
J.,FR,male,0.93,4140
Y.,FR,male,0.73,217
T.,FR,male,0.73,494
Gunter,DE,male,1.0,2933
Peter,DE,male,1.0,127781
Cochavit,NO,unknown,0.0,0
Meir,IL,male,1.0,5298
Felicity,IL,female,1.0,8
Geir,AU,male,1.0,1
Helen,AU,female,1.0,19128
Raymond,GB,male,1.0,15235
Costas,GR,male,1.0,2908
Andreas,DE,male,1.0,167955
Reinhard,DE,male,1.0,13163
Klaus,DE,male,1.0,64763
Timo,DE,male,1.0,26573
Kathrin,DE,female,0.99,26870
Kai,DE,male,0.99,22133
Kelly,GB,female,0.97,28456
Daniel,DE,male,1.0,126554
Stéphanie,BE,female,1.0,3117
Michael,AU,male,1.0,70481
Nikki,AU,female,1.0,4070
Ramona,DE,female,0.99,19509
Peter,DE,male,1.0,127781
Amandine,CA,female,1.0,291
Catherine,CA,female,1.0,24747
Barbara,FR,female,0.99,23551
Emmanuel,FR,male,0.99,67095
Nicholas,GB,male,1.0,27021
Roni,IL,female,0.59,4532
Nori,IL,male,0.63,8
Jennifer,US,female,1.0,650408
Carol,US,female,1.0,246692
Michael,NL,male,1.0,26287
Martin,NL,male,1.0,35880
Armin,NL,male,0.98,556
Adam,GB,male,1.0,126969
Simha,FR,female,0.87,39
Mihailo,RS,male,1.0,1030
Austin,US,male,1.0,102577
Mark,RS,male,0.99,146
Ulrik,SE,male,0.99,682
Thomas,ES,male,0.99,3026
Alinka,GB,female,0.94,31
Alexandra,GB,female,1.0,23392
Annelies,GB,female,1.0,124
John,GB,male,1.0,368613
Ramona,DE,female,0.99,19509
Peter,DE,male,1.0,127781
Sandra,AU,female,1.0,11432
Emery,AU,male,1.0,1
Oded,GB,male,1.0,53
Daniel,CA,male,1.0,57646
Alexandra,GB,female,1.0,23392
Tuomas,FI,male,1.0,5617
Jukka,ZA,male,1.0,2
Edward,FI,male,1.0,156
Jane,AU,female,1.0,14774
Michael,NL,male,1.0,26287
Martin,NL,male,1.0,35880
Armin,US,male,0.99,2273
Theano,GR,female,0.99,153
Filipa,GB,female,0.99,575
Jane,GB,female,1.0,87899
William,GB,male,1.0,62705
David,GB,male,1.0,381854
Georgina,GB,female,1.0,19500
Nick,GB,male,1.0,93642
Emilios,GR,male,1.0,92
Georgia,GB,female,1.0,22498
Dorottya,AU,unknown,0.0,0
Emery,AU,male,1.0,1
David,GB,male,1.0,381854
Kathrin,DE,female,0.99,26870
Martin,DE,male,1.0,106420
Hallgjerd,NO,unknown,0.0,0
Even,NO,male,1.0,557
John,AU,male,1.0,80338
Gary,AU,male,1.0,15703
Joel,CA,male,1.0,11858
Louise,US,female,1.0,35277
Jeanne,CA,female,1.0,3166
Alice-Ann,CA,female,1.0,1
Tuomas,FI,male,1.0,5617
Micah,FI,male,0.8,5
R.,AT,male,0.64,42
A.,AT,male,0.79,70
Eleanor,US,female,1.0,18358
Keith,GB,male,1.0,59806
Geraint,GB,male,1.0,870
Marcus,GB,male,1.0,19231
Edward,US,male,1.0,156076
Peter,US,male,1.0,252618
Christian,DE,male,1.0,164618
Lorenz,DE,male,0.99,2921
Wulf,DE,male,0.99,229
Jaak,US,male,0.93,14
Oliver,DE,male,1.0,59774
Frederik,DE,male,1.0,4075
Eckart,DE,male,0.99,204
Reinhard,DE,male,1.0,13163
Aline,GB,female,0.99,1022
Daniel,GB,male,1.0,150020
Marc,DE,male,1.0,44325
Ehud,IL,male,1.0,1317
Avi,IL,male,0.99,8852
Daniel,GB,male,1.0,150020
Noola,GB,unknown,0.0,0
Väinö,FI,male,1.0,401
Jussi,FI,male,1.0,6892
Kjell,FI,male,1.0,314
Niko,FI,male,1.0,7036
Adam,GB,male,1.0,126969
Oliver,AU,male,1.0,3626
Geraint,GB,male,1.0,870
Eva,DE,female,0.99,25759
Peter,NL,male,1.0,105216
Clemens,DE,male,1.0,5702
Kjell,FI,male,1.0,314
Anna,FI,female,0.99,10565
Gertraud,AT,female,1.0,641
August,AT,male,0.99,269
Steven,GB,male,1.0,83789
Andrew,GB,male,1.0,213867
Jean-Luc,FR,male,1.0,31813
